ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment
2800,INT_4_TYPE,Tray Direction,,&UserDefForm_File[3].iTrayDirection,,,,0: 0 deg; 1: 180 deg; 
2801,ASCII_TYPE,Hot Plate Form Select,,&HotPlateForm_File.Alias,,,,Hot Plate Form Select
2802,INT_4_TYPE,Hot Plate Use Select,,&HotPlateForm_File.iPlateSelect,2,0,0,0:Dual Plate; 1:Plate1 Only; 2:Plate2 Only
2804,BOOLEAN_TYPE,Use Wide Hotplate,,&HotPlateForm_File.bUseWideHotplate,,,,Use Wide Hotplate
2811,FT_8_TYPE,Hot Plate Pitch X,mm,&HotPlateForm_File.XPitch,160,1,,Hot Plate Pitch X
2812,FT_8_TYPE,Hot Plate Pitch Y,mm,&HotPlateForm_File.YPitch,200,1,,Hot Plate Pitch Y
2813,FT_8_TYPE,Hot Plate Start Position X,mm,&HotPlateForm_File.XStart,160,1,,Hot Plate Start Position X
2814,FT_8_TYPE,Hot Plate Start Position Y,mm,&HotPlateForm_File.YStart,200,1,,Hot Plate Start Position Y
2815,INT_4_TYPE,Hot Plate Division X,,&HotPlateForm_File.XDivision,20,1,,Hot Plate Division X
2816,INT_4_TYPE,Hot Plate Division Y,,&HotPlateForm_File.YDivision,40,1,,Hot Plate Division Y
2819,FT_8_TYPE,Type 1 Tray Thickness,mm,&UserDefForm[0].ZDepth,,,,Type 1 Tray Thickness
2820,FT_8_TYPE,Type 2 Tray Thickness,mm,&UserDefForm[1].ZDepth,,,,Type 2 Tray Thickness
2821,FT_8_TYPE,Type 3 Tray Thickness,mm,&UserDefForm[2].ZDepth,,,,Type 3 Tray Thickness
3400,INT_4_TYPE,Interface Type for HT9045,,&TestIF_File.iTestType,2,0,1,0: DIO; 1: GP-IB; 2: RS232;
3401,INT_4_TYPE,GPIB Mode for HT9045,,&TestIF_File.iGpibMode,4,0,0,0: Advan type1; 1: 256 Bin; 2: SPEA Type; 
3402,INT_4_TYPE,RS232 Mode for HT9045,,&TestIF_File.iRs232Mode,0,0,0,0: Standard; 
3403,INT_4_TYPE,RS232 Max Bin Count,,&TestIF_File.iRs232MaxBinCount,99,15,15,RS232 Max Bin Count
3405,FT_8_TYPE,Initial Start Delay Time,Second,&TestIF_File.dInitStartDelayTime,,,,Initial Start Delay Time
3406,INT_4_TYPE,Initial Start Delay Count,,&TestIF_File.iInitStartDelayTimeCT,,,,Initial Start Delay Count
3407,FT_8_TYPE,Initial Testing Stop Wait Time,Second,&TestIF_File.dInitWaitTime,,,,Testing Need Stop All Motor
3408,FT_8_TYPE,Testing Stop Wait Time,Second,&TestIF_File.dTestingWaitTime,,,,Testing Need Stop All Motor
3409,BOOLEAN_TYPE,Enable Start Delay in Every First Device,,&TestIF_File.bEveryFirstDeviceUseInitialDelay,1,0,0,Enable Start Delay in Every First Device
3410,BOOLEAN_TYPE,Enable Start Delay After Show Alarm Message,,&TestIF_File.bAfterShowAlarmMessageUseInitialDelay,1,0,0,Enable Start Delay After Show Alarm Message
3411,BOOLEAN_TYPE,Enable Start Delay When Test Time is Fast,,&TestIF_File.bWhenHappenTestedTimeBelowUseInitialDelay,1,0,0,Enable Start Delay When Test Time is Fast
3412,FT_8_TYPE,Enable Start Delay Test Time,Second,&TestIF_File.iEveryFirstDeviceUseInitialDelay,,,,Enable Start Delay Test Time
3413,FT_8_TYPE,Enable Start Delay Time,Second,&TestIF_File.iInitialDelay,,,,Enable Start Delay Time
3414,FT_8_TYPE,After Tested Delay,Second,&TestIF_File.dAfterTestedDelay,,,,After Tested Delay
3450,ASCII_TYPE,Test Mode for HT9045,,&TestIF_File.sTestMode,,,,Single Site; 2-Site; 2-Site Busy Shuttle; In-Line 4-Site(1X4); 2-Site (2x1); Square 4-Site(2X2); Square 4-Site(2X2) Busy Shuttle; 8-Site; 12-Site; 16-Site; 32-Site N Mode; 32-Site M Mode;
3451,FT_8_TYPE,Site X Pitch for HT9045,,&TestIF_File.dSiteXPitch,120,10,40,Site X Pitch for HT9045
3452,FT_8_TYPE,Site Y Pitch for HT9045,,&TestIF_File.dSiteYPitch,80,10,60,Site Y Pitch for HT9045
3453,INT_4_TYPE,In Arm Y-Pitch,,&TestIF_File.iARM_Y_PITCH,1,0,0,0: 60mm; 1: 63.5mm; 
3454,BOOLEAN_TYPE,Enable Reat Time CCD,,&COM2->bCCDDummyRum,1,0,0,Enable Reat Time CCD
3455,BOOLEAN_TYPE,NS7000 Bias Kit,,&TestIF_File.bNS7000kit,1,0,0,NS7000 Bias Kit
3456,BOOLEAN_TYPE,NS7000 Change Socket,,&TestIF_File.bNS7000CS,1,0,0,NS7000 Change Socket
3457,BOOLEAN_TYPE,Rotate Shuttle,,&TestIF_File.bRotateShuttle,1,0,0,Rotate Shuttle
3458,BOOLEAN_TYPE,NS8000H Change Kit,,&TestIF_File.bNS8000CS,1,0,0,NS8000H Change Kit
3459,BOOLEAN_TYPE,Octal Site X Pitch 80mm,,&TestIF_File.bOctal_80Kit,1,0,0,Octal Site X Pitch 80mm
3460,BOOLEAN_TYPE,Octal Site Use 16 Site Layout Kit,,&TestIF_File.bOctal_16Kit,1,0,0,Octal Site Use 16 Site Layout Kit
3461,INT_4_TYPE,Shuttle Mode,,&TestIF_File.iShuttleMode,1,0,0,0: Normal; 1: One Side; 
3462,INT_4_TYPE,Shuttle Select,,&TestIF_File.iShuttle_Sel,1,0,0,0: Use Shuttle 1; 1: Use Shuttle 2; 
3463,BOOLEAN_TYPE,2x2 site use 2x4 Site Layout Kit,,&TestIF_File.bSquare_OctalKit,1,0,0,2x2 site use 2x4 Site Layout Kit
3464,BOOLEAN_TYPE,Octal site use 12 Site Layout Kit,,&TestIF_File.bOctal_12Kit,1,0,0,Octal site use 12 Site Layout Kit
3465,BOOLEAN_TYPE,12_16 Site Direct Heater Layout,,&TestIF_File.bUse32Heater,1,0,0,12_16 Site Direct Heater Layout
3466,BOOLEAN_TYPE,12 Site 10 Direct Heater Layout,,&TestIF_File.b12SiteUse10Heater,1,0,0,12 Site 10 Direct Heater Layout
3467,BOOLEAN_TYPE,Enable Arm 1 Pick Arm 2 Test Function,,&TestIF_File.bArm1PickPlaceArm2Test,1,0,0,Enable Arm 1 Pick Arm 2 Test Function by Setup File
3468,BOOLEAN_TYPE,Check Arm 2 Vacuum,,&TestIF_File.bCheckArm2Vacuum,1,0,0,In arm 1 pick arm 2 test function need check arm 2 vacuum
3471,BOOLEAN_TYPE,Socket sensor,,&TestIF_File.bEnSocketSensor,1,0,0,Socket sensor
3472,INT_4_TYPE,Socket sensor count,,&TestIF_File.iSocketCount,8,1,8,Socket sensor count
3473,BOOLEAN_TYPE,2 Cable Layout Kit,,&TestIF_File.b2CableLayoutKit,1,0,0,2 Cable Layout Kit
3474,BOOLEAN_TYPE,1 Cable Layout Kit,,&TestIF_File.b1CableLayoutKit,1,0,0,1 Cable Layout Kit
3511,ASCII_TYPE,TTL Mode,,&TestIF_File.sDioName,,,,TTL Mode
3512,BOOLEAN_TYPE,TTL Anti-Signal,,&TestIF_File.bAntiSignal,-1,0,0,FALSE:Start訊號不反向; TRUE:Start訊號反向
3517,INT_4_TYPE,GPIB Address,,&TestIF_File.iGpibAddress,30,1,1,GPIB Address
3521,FT_8_TYPE,Maximun Test Time,Second,&TestIF_File.iMaxTime,,,,Maximun Test Time
3522,FT_8_TYPE,Initial Maximun Test Time,Second,&TestIF_File.iInitialMaxTime,,,,Initial Maximun Test Time
3523,FT_8_TYPE,Start Delay Time,Second,&TestIF_File.dStartDelayTime,100,0.01,0.1,Start Signal Delay Time
3524,FT_8_TYPE,Dummy Test Time,Second,&TestIF_File.iDummyTime,,,,Dummy Test Time
3540,ASCII_TYPE,Site Aa to Dh Mapping,,fSetup->tSiteMap,,,,Site Aa to Dh Mapping; 0 is close site; CSV format
3543,BOOLEAN_TYPE,Use initial start delay in socket - Every first devices,,&TestIF_File.bEveryFirstDeviceUseInitialDelay,1,0,0,Use initial start delay in socket - Every first devices
3544,FT_8_TYPE,Use initial start delay in socket - Every first devices Delay Time,Second,&TestIF_File.iInitialDelay,,,,Use initial start delay in socket - Every first devices Delay Time
3545,BOOLEAN_TYPE,Use initial start delay in socket - After Show Alarm Message,,&TestIF_File.bAfterShowAlarmMessageUseInitialDelay,1,0,0,Use initial start delay in socket - After Show Alarm Message
3546,FT_8_TYPE,Use initial start delay in socket - After Show Alarm Message Delay Time,Second,&TestIF_File.iInitialDelay_2,,,,Use initial start delay in socket - After Show Alarm Message Delay Time
3547,BOOLEAN_TYPE,Use initial start delay in socket - After Auto Clean Function ,,&TestIF_File.bAfterAutoCleanFunctionUseInitialDelay,1,0,0,Use initial start delay in socket - After Auto Clean Function
3548,FT_8_TYPE,Use initial start delay in socket - After Auto Clean Function Delay Time,Second,&TestIF_File.iInitialDelay_3,,,,Use initial start delay in socket - After Auto Clean Function Delay Time
3549,BOOLEAN_TYPE,Use initial start delay in socket - After Open HeatDoor,,&TestIF_File.bAfterOpenHeatDoorUseInitialDelay,1,0,0,Use initial start delay in socket - After Open HeatDoor 
3550,FT_8_TYPE,Use initial start delay in socket - After Open HeatDoor Delay Time,Second,&TestIF_File.iInitialDelay_5,,,,Use initial start delay in socket - After Open HeatDoor Delay Time
3553,FT_8_TYPE,Use initial start delay in socket - When happen short tested time Delay Time,Second,&TestIF_File.iInitialDelay_4,,,,Use initial start delay in socket - When happen short tested time Delay Time
3554,BOOLEAN_TYPE,Use initial start delay in socket - Use when press stop over time,,&TestIF_File.bWhenPressStopOverUseInitialDelay,1,0,0,Use initial start delay in socket - Use when press stop over time
3555,FT_8_TYPE,Use initial start delay in socket - When press stop over time setting,Second,&TestIF_File.iWhenPressStopOver,,,,Use initial start delay in socket - When press stop over time setting
3556,FT_8_TYPE,Use initial start delay in socket - Delay time when press stop over time,Second,&TestIF_File.iInitialDelay_6,,,,Use initial start delay in socket - Delay time when press stop over time
3557,BOOLEAN_TYPE,Use initial start delay in socket - Use when test site is no full,,&TestIF_File.bWhenNoFullSiteUseInitialDelay,1,0,0,Use initial start delay in socket - Use when test site is no full
3558,FT_8_TYPE,Use initial start delay in socket - Delay time when test site is no full,Second,&TestIF_File.iInitialDelay_7,,,,Use initial start delay in socket - Delay time when test site is no full
3559,BOOLEAN_TYPE,Use initial start delay in socket - Use when EOT to SOT over time,,&TestIF_File.bTestFinishToNextTestOver,1,0,0,Use initial start delay in socket - Use when EOT to SOT over time
3560,FT_8_TYPE,Use initial start delay in socket - EOT to SOT over time setting,Second,&TestIF_File.iTestFinishToNextTestOver,,,,Use initial start delay in socket - EOT to SOT over time setting
3561,FT_8_TYPE,Use initial start delay in socket - Delay time of EOT to SOT over time,Second,&TestIF_File.iInitialDelay_8,,,,Use initial start delay in socket - Delay time of EOT to SOT over time
3562,BOOLEAN_TYPE,Use initial start delay in socket - Use when OTD unlock,,&TestIF_File.bOTDUnlockDelay,1,0,0,Use initial start delay in socket - Use when OTD unlock
3563,FT_8_TYPE,Use initial start delay in socket - Delay time when OTD unlock,Second,&TestIF_File.iInitialDelay_9,,,,Use initial start delay in socket - Delay time when OTD unlock
3564,BOOLEAN_TYPE,Use initial start delay in socket - Use when SOT to EOT over time,,&TestIF_File.bTestStartToNextTestStart,1,0,0,Use initial start delay in socket - Use when SOT to EOT over time
3565,FT_8_TYPE,Use initial start delay in socket - SOT to EOT over time setting,Second,&TestIF_File.dTeststartToNextTestStart,,,,Use initial start delay in socket - SOT to EOT over time setting
3566,FT_8_TYPE,Use initial start delay in socket - Delay time of SOT to EOT over time,Second,&TestIF_File.dInitialDelay_10,,,,Use initial start delay in socket - Delay time of SOT to EOT over time
3567,FT_8_TYPE,Use initial start delay in socket - Enable Start Delay Time_RT,Second,&TestIF_File.dInitialDelay_1_RT,,,,Use initial start delay in socket - Enable Start Delay Time_RT
3568,FT_8_TYPE,Use initial start delay in socket - After Show Alarm Message Delay Time_RT,Second,&TestIF_File.dInitialDelay_2_RT,,,,Use initial start delay in socket - After Show Alarm Message Delay Time_RT
3569,FT_8_TYPE,Use initial start delay in socket - After Auto Clean Function Delay Time_RT,Second,&TestIF_File.dInitialDelay_3_RT,,,,Use initial start delay in socket - After Auto Clean Function Delay Time_RT
3570,FT_8_TYPE,Use initial start delay in socket - After Open HeatDoor Delay Time_RT,Second,&TestIF_File.dInitialDelay_5_RT,,,,Use initial start delay in socket - After Open HeatDoor Delay Time_RT
3571,FT_8_TYPE,Use initial start delay in socket - Delay Time when happen short tested time_RT,Second,&TestIF_File.dInitialDelay_4_RT,,,,Use initial start delay in socket - Delay Time when happen short tested time_RT
3572,FT_8_TYPE,Use initial start delay in socket - Delay time when press stop over time_RT,Second,&TestIF_File.dInitialDelay_6_RT,,,,Use initial start delay in socket - Delay time when press stop over time_RT
3573,FT_8_TYPE,Use initial start delay in socket - Delay time when test site is no full_RT,Second,&TestIF_File.dInitialDelay_7_RT,,,,Use initial start delay in socket - Delay time when test site is no full_RT
3574,FT_8_TYPE,Use initial start delay in socket - Delay time when OTD unlock_RT,Second,&TestIF_File.dInitialDelay_9_RT,,,,Use initial start delay in socket - Delay time when OTD unlock_RT
3575,FT_8_TYPE,Use initial start delay in socket - Delay time of EOT to SOT over time_RT,Second,&TestIF_File.dInitialDelay_8_RT,,,,Use initial start delay in socket - Delay time of EOT to SOT over time_RT
3576,FT_8_TYPE,Use initial start delay in socket - Delay time of SOT to EOT over time_RT,Second,&TestIF_File.dInitialDelay_10_RT,,,,Use initial start delay in socket - Delay time of SOT to EOT over time_RT
3577,BOOLEAN_TYPE,Enable Temperature Offset Function,,&Temperature.bEnableTempOffsetForInitial,1,0,0,Enable Temperature Offset Function
3578,INT_4_TYPE,Contact count for offset period,,&Temperature.iCintactCntForTempOffsetAtInitial,2,0,30,Contact count for offset period
3579,INT_4_TYPE,Contact count for cool down,,&Temperature.iCintactDelayCntForInitTempOffset,2,1,300,Contact count for cool down
3580,BOOLEAN_TYPE,Enable chamber boost function,,&Temperature.bEnableChamberBoost,1,0,0,Enable chamber boost function
3581,INT_4_TYPE,"Boost period (Min, 1 to 30)",,&Temperature.iChamberBoostTime,2,1,30,"Boost period (Min, 1 to 30)"
3582,INT_4_TYPE,"Boost temperature offset (°C, 0 to 30)",Celsius,&Temperature.iChamberBoostOffset,2,0,30,"Boost temperature offset (°C, 0 to 30)"
3616,INT_4_TYPE,Error Bin Tray Select,,&BinSelect[eBinFT].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;
3617,ASCII_TYPE,Bin 0-255 Tray Select,,fBinSel->sBinTraySetT3Pos[eBinFT],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255
3636,ASCII_TYPE,Bin 0-255 Contact,,fBinSel->sBinDoubleContact[eBinFT],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255
3640,INT_4_TYPE,Bin 0 Type,,&Prod.iIsFailBin[0],,,,0:Pass; 1:Fail;
3641,INT_4_TYPE,Bin 1 Type,,&Prod.iIsFailBin[1],,,,0:Pass; 1:Fail;
3642,INT_4_TYPE,Bin 2 Type,,&Prod.iIsFailBin[2],,,,0:Pass; 1:Fail;
3643,INT_4_TYPE,Bin 3 Type,,&Prod.iIsFailBin[3],,,,0:Pass; 1:Fail;
3644,INT_4_TYPE,Bin 4 Type,,&Prod.iIsFailBin[4],,,,0:Pass; 1:Fail;
3645,INT_4_TYPE,Bin 5 Type,,&Prod.iIsFailBin[5],,,,0:Pass; 1:Fail;
3646,INT_4_TYPE,Bin 6 Type,,&Prod.iIsFailBin[6],,,,0:Pass; 1:Fail;
3647,INT_4_TYPE,Bin 7 Type,,&Prod.iIsFailBin[7],,,,0:Pass; 1:Fail;
3648,INT_4_TYPE,Bin 8 Type,,&Prod.iIsFailBin[8],,,,0:Pass; 1:Fail;
3649,INT_4_TYPE,Bin 9 Type,,&Prod.iIsFailBin[9],,,,0:Pass; 1:Fail;
3650,INT_4_TYPE,Bin 10 Type,,&Prod.iIsFailBin[10],,,,0:Pass; 1:Fail;
3651,INT_4_TYPE,Bin 11 Type,,&Prod.iIsFailBin[11],,,,0:Pass; 1:Fail;
3652,INT_4_TYPE,Bin 12 Type,,&Prod.iIsFailBin[12],,,,0:Pass; 1:Fail;
3653,INT_4_TYPE,Bin 13 Type,,&Prod.iIsFailBin[13],,,,0:Pass; 1:Fail;
3654,INT_4_TYPE,Bin 14 Type,,&Prod.iIsFailBin[14],,,,0:Pass; 1:Fail;
3655,INT_4_TYPE,Bin 15 Type,,&Prod.iIsFailBin[15],,,,0:Pass; 1:Fail;
3656,ASCII_TYPE,Bin 0-255 Type,,fBinSel->sBinType[eBinFT],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255
3676,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select,,fBinSel->sBinConsFail[eBinFT],,,,0:Disable; 1:Enable; CSV Format for Bin 0 to 255
3677,ASCII_TYPE,Tray for Fail Bin,,fBinSel->sT3TrayType[eBinFT],,,,0:Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;
3678,ASCII_TYPE,Tray for Need Auto Retest,,fBinSel->sT6Retest[eBinFT],,,,0:Disable; 1: Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;
3716,INT_4_TYPE,Error Bin Tray Select for RT,,&BinSelect[eBinRT].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;
3717,ASCII_TYPE,Bin 0-255 Tray Select for RT,,fBinSel->sBinTraySetT3Pos[eBinRT],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255
3718,ASCII_TYPE,Bin 0-255 Contact RT,,fBinSel->sBinDoubleContact[eBinRT],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255
3719,ASCII_TYPE,Bin 0-255 Type for RT,,fBinSel->sBinType[eBinRT],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255
3720,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for RT,,fBinSel->sBinConsFail[eBinRT],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255
3721,INT_4_TYPE,Error Bin Tray Select for OFF-Line,,&BinSelect[eBinOffLine].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;
3722,ASCII_TYPE,Bin 0-255 Tray Select for OFF-Line,,fBinSel->sBinTraySetT3Pos[eBinOffLine],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255
3723,ASCII_TYPE,Bin 0-255 Contact for OFF-Line,,fBinSel->sBinDoubleContact[eBinOffLine],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255
3724,ASCII_TYPE,Bin 0-255 Type for OFF-Line,,fBinSel->sBinType[eBinOffLine],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255
3725,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for OFF-Line,,fBinSel->sBinConsFail[eBinOffLine],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255
3726,ASCII_TYPE,Tray for Fail Bin (RT),,fBinSel->sT3TrayType[eBinRT],,,,0:Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;
3727,ASCII_TYPE,Tray for Need Auto Retest (RT),,fBinSel->sT6Retest[eBinRT],,,,0:Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;
3728,ASCII_TYPE,Tray for Fail Bin (Off Line),,fBinSel->sT3TrayType[eBinOffLine],,,,0:Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;
3729,ASCII_TYPE,Tray for Need Auto Retest (Off Line),,fBinSel->sT6Retest[eBinOffLine],,,,0:Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;
3800,INT_4_TYPE,Error Bin Tray Select for ART_FT,,&BinSelect[eBinFT_ART].IfErrorT3,33,0,0,0:Auto1; 1:Auto2; 2:Auto3; 3:Fix1; 4:Fix2; 5:Fix3; 6:Fix4; 7:Fix5; 8:Fix6; 9:Bulk Box 10:Magazine 1; 11:Magazine 2; 12:Magazine 3; 13:Magazine 4; 14:Magazine 5; 15:Magazine 6; 16:Magazine 7; 17:Magazine 8; 18:Magazine 9; 19:Magazine 10; 20:Magazine 11; 21:Magazine 12; 22:Magazine 13; 23:Magazine 14; 24:Auto 4; 25:Auto 5; 26:Auto 6; 27:Fix 7; 28:Fix 8; 29:Fix 9; 30:Fix 10; 31:Fix 11; 32:Fix 12;
3801,ASCII_TYPE,Bin 0-255 Tray Select for ART_FT,,fBinSel->sBinTraySetT3Pos[eBinFT_ART],,,,0:Not In Use; 1:Auto1; 2:Auto2; 3:Auto3; 4:Fix1; 5:Fix2; 6:Fix3; 7:Fix4; 8:Fix5; 9:Fix6; 10:Bulk Box 11:Magazine 1; 12:Magazine 2; 13:Magazine 3; 14:Magazine 4; 15:Magazine 5; 16:Magazine 6; 17:Magazine 7; 18:Magazine 8; 19:Magazine 9; 20:Magazine 10; 21:Magazine 11; 22:Magazine 12; 23:Magazine 13; 24:Magazine 14; 25:Auto 4; 26:Auto 5; 27:Auto 6; 28:Fix 7; 29:Fix 8; 30:Fix 9; 31:Fix 10; 32:Fix 11; 33:Fix 12; CSV Format for Bin 0 to 255
3802,ASCII_TYPE,Bin 0-255 Contact for ART_FT,,fBinSel->sBinDoubleContact[eBinFT_ART],,,,0:Single; 1:Double; CSV Format for Bin 0 to 255
3803,ASCII_TYPE,Bin 0-255 Type for ART_FT,,fBinSel->sBinType[eBinFT_ART],,,,0:Pase; 1:Fail; CSV Format for Bin 0 to 255
3804,ASCII_TYPE,Bin 0-255 Continut Error Alarm Select for ART_FT,,fBinSel->sBinConsFail[eBinFT_ART],,,,Continut Error Alarm 0:Disable; 1:Enable; CSV Format for Bin 0 to 255
3805,ASCII_TYPE,Tray for Fail Bin (ART_FT),,fBinSel->sT3TrayType[eBinFT_ART],,,,0: Pass; 1:Fail; CSV Format Data for Auto1; Auto2; Auto3; Fix1; Fix2; Fix3; Fix4; Fix5; Fix6; Bulk Box; Magazine 1; Magazine 2; Magazine 3; Magazine 4; Magazine 5; Magazine 6; Magazine 7; Magazine 8; Magazine 9; Magazine 10; Magazine 11; Magazine 12; Magazine 13; Magazine 14; Auto4; Auto5; Auto6; Fix 7; Fix 8; Fix 9; Fix 10; Fix 11; Fix 12;
3806,ASCII_TYPE,Tray for Need Auto Retest (ART_FT),,fBinSel->sT6Retest[eBinFT_ART],,,,0: Disable; 1:Enable; CSV Format Data for Auto1; Auto2; Auto3; Auto4; Auto5; Auto6;
